256	0.0083167
512	0.00702569
1024	0.0062218
2048	0.006023
4096	0.0135502
8192	0.0190764
16384	0.0157228
32768	0.0197183
65536	0.0208683
131072	0.0224506
262144	0.0229832
524288	0.0231925
1048576	0.0234035
2097152	0.0235278
4194304	0.0235379
8388608	0.0237809
16777216	0.0234626
