256	0.00132047
512	0.00124659
1024	0.00127833
2048	0.00126887
4096	0.00131905
8192	0.00139265
16384	0.0012608
32768	0.00136463
65536	0.00197221
131072	0.00197452
262144	0.00177836
524288	0.00202399
1048576	0.00204573
2097152	0.00212141
4194304	0.00205484
8388608	0.00187459
16777216	0.00204407
